id,overview,title,release_date,genres,type
82591,"난 세상을 구하지 않는다. 고블린을 죽일 뿐이다. 변경의 한 길드에는 고블린 토벌만으로도 은 등급까지 오른 엄청난 존재가 있다. 모험자가 되어 처음으로 파티에 참여해 고블린 퇴치에 나섰다가 위기에 처한 여신관. 그리고 그것을 구한 자가 바로 고블린 슬레이어라 불리는 남자였다. 그 남자는 고블린 슬레이어라는 이름만큼 수단을 가리지 않고 계속해서 고블린만을 퇴치했다. 그 고블린 슬레이어에게 휘둘리는 여신관, 감사해하는 접수원, 그를 기다리는 소꿉친구인 소치기 소녀. 그리고 고블린 슬레이어의 소문을 들은 한 엘프가 어느 의뢰를 하기 위해 나타났다.",고블린 슬레이어,,"SF&판타지, 애니메이션, 액션&모험",tv
82652,,Astrid Clover,,코미디,tv
82670,,World War Two,,"다큐멘터리, 전쟁&정책",tv
82684,"어느 날 갑자기 나타난 괴한에게 습격당해 목숨을 잃은 미카미 사토루는 천문학적 확률로 이세계에 전생한다.

그러나 왜인지 전생한 모습은, 최약체 몬스터로 유명한 슬라임이었다!

이런 건 인정 못 해?! 라고 말하면서도 낯선 동굴에서 즐거운 슬라임 라이프를 만끽하지만...

천재급 드래곤 『폭풍룡 베루도라』와 만남으로써, 운명의 수레바퀴는 움직이기 시작했다.

몬스터 전생 판타지, 시작!",전생했더니 슬라임이었던 건에 대하여,,"SF&판타지, 애니메이션, 액션&모험, 코미디",tv
82690,"8비트 게임 ‘다고쳐 펠릭스’에서 건물을 부수는 악당 주먹왕 랄프. 30년째 매일같이 건물을 부수며 직업에 충실해왔지만, 악당이라는 이유로 누구도 그를 좋아하지 않는다. 모두에게 인정 받는 영웅이 되고 싶은 마음에 급기야 자기 게임을 이탈하여 다른 게임으로 들어가는 랄프! 슈팅게임 ‘히어로즈 듀티’를 거쳐 레이싱 게임 ‘슈가 러시’에 불시착하는 랄프는 과연 게임 세계의 새로운 영웅이 될 수 있을 것인가! 그리고 랄프가 떠난 후 고장 딱지가 붙은 ‘다고쳐 펠릭스’ 게임은 오락실에서 퇴출될 위기를 넘길 수 있을까?",주먹왕 랄프,2012-11-01,"가족, 모험, 애니메이션, 코미디",movie
82700,"아이들이 일탈한다. 억압과 싸우기 위해, 진짜 '나'를 찾기 위해, 내 욕망과 만나기 위해. 로마 상류층의 실화를 바탕으로 했다. 대담한 십 대들의 충격적 성장 드라마.",베이비,,드라마,tv
82702,"바이킹과 드래곤이 친구가 되어 평화롭게 살아가는 버크섬.  청년이 된 히컵은 아버지 스토이크의 바람과는 달리  족장이 되는 것 보다 버크섬 밖의 더 넓은 세상을 보고 싶어한다.  그러던 어느 날, 신비로운 얼음대륙을 탐험하던 히컵과 투슬리스는 드래곤 사냥꾼들이 쳐놓은 덫에 걸리고,  드래곤들을 위협하는 강력한 어둠의 존재에 대해 알게 된다.  히컵과 투슬리스는 드래곤들의 평화를 위해  의문의 드래곤 군단과 맞서기로 결심하는데…",드래곤 길들이기 2,2014-06-05,"가족, 모험, 애니메이션, 액션, 코미디, 판타지",movie
82716,,Land Rober Tunai Show,,"코미디, 토크쇼",tv
82728,"현대 가족생활을 바라보는 이 작품의 유쾌하고 솔직한 시선은 아이의 건강에 상상 놀이가 얼마나 도움이 되는지 보여준다. 호주 목양견 블루이는 끝없는 상상력을 지니고 있고 일상을 활기찬 모험으로 바꾸기를 좋아한다. 블루이와 동생 빙고는 놀이를 통해 두려움을 정복하고 어른 역할도 해 보면서 세상을 탐험한다. 자매가 가장 좋아하는 것은 부모님, 특히 아빠와 함께 놀이하는 것이다. 엄마인 칠리는 회사에 복직했고 아빠인 밴디트는 유아와 집안일 사이에서 줄타기한다. 아빠는 모든 걸 자신이 결정한다고 생각하겠지만, 놀이시간이 되면, 실은 그 외 모든 것도, 자매가 결정한다!",블루이,,"애니메이션, 어린이, 코미디",tv
82739,"사춘기 증후군. 불안정한 정신으로 인해 일어난다고 인터넷에서 화제인 불가사의한 현상. 에노시마에서 가까운 학교에 다니는 고등학교 2학년 아즈사가와 사쿠타는 사춘기 증후군이 일어난 소녀들과 만나게 된다. 예를 들면, 도서관에서 만난 야생 바니걸 정도. 바니걸의 정체는 고등학교 선배이자 활동을 중단한 연예인인 사쿠라지마 마이였다. 매력적인 마이의 차림에도 어째선지 주변 사람들은 그런 마이를 알아채지 못했다. 남들에게 보이지 않게 된 마이를 돕게 되면서 함께 보내는 시간이 많아지자, 사쿠타는 마이가 숨겨온 마음을 알게 되는데.  하늘과 바다가 반짝이는 마을에서 마음을 흔드는 소녀들과의 불가사의한 이야기가 시작된다.",청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,,"드라마, 미스터리, 애니메이션, 코미디",tv
82856,"은하 제국이 붕괴한 후, 고독한 총잡이는 은하 외곽에서 현상금 사냥꾼 일을 하며 홀로 살아간다.",만달로리안,,"SF&판타지, 드라마, 액션&모험",tv
82873,,The Kelly Clarkson Show,,토크쇼,tv
83050,"어쩌면 다시 올림픽에 도전할 수도 있다! 잃었던 희망을 되찾는 피겨스케이팅 선수. 꿈에는 점차 다가서지만, 사랑과 가족, 감정 조절만은 그녀 뜻대로 되지 않는다.",스핀 아웃,,드라마,tv
83095,"극히 평범한 오타쿠 대학생인 이와타니 나오후미는 도서관에서 어느 책 한 권을 발견한다. 그리고 그 책으로 인해 나오후미는 검, 창, 활 방패를 무기로 사용하는 사성 용사 중 방패 용사로서 이세계에 초대된다. 용사들에게 주어진 사명은 세상에 혼돈을 야기하는 재앙인 '파도'를 물리치는 것. 모험을 꿈꾸며 동료와 함께 여행을 떠난 나오후미였지만 동료의 배신으로 돈과 명예를 포함한 모든 것을 잃게 된다. 사람을 믿지 못하게 된 나오후미는 노예인 라프타리아를 들여 파도, 그리고 세상에 맞서기로 한다. 모든 것을 잃은 남자의 성공담이 지금 막을 연다.",방패 용사 성공담,,"SF&판타지, 드라마, 애니메이션, 액션&모험",tv
83097,"엄마라고 불리는 그 사람은 부모가 아니다. 함께 사는 그 아이들도 형제가 아니다.  그레이스 필드 하우스는 부모가 없는 아이들이 사는 고아원이었다. 핏줄이 이어지진 않았지만 엄마와 38명의 형제자매들이 행복한 나날을 보내는, 안락한 집. 하지만 그 행복한 일상은 아이들에게 갑작스러운 끝을 고했다.",약속의 네버랜드,,"SF&판타지, 드라마, 미스터리, 범죄, 애니메이션, 액션&모험",tv
83100,주인공 햣키마루(百鬼丸)는 태어나기도 전에 친부가 그 육체를 요괴들에게 팔아버린 남자이다. 때문에 신체의 48개 부분이 결손된 상태로 태어났으며 강가에 버려진 것을 쥬카이라는 의사의 손에 거두어져 결손된 부분을 기계로 대체한다. 요괴들에게서 몸을 되찾기 위해 여행하던 햣키마루는 꼬마 도적 도로로를 만나고 함께 다니게 되는데...,도로로,,"애니메이션, 액션&모험",tv
83103,어릴 때 어머니를 여읜 고등학생 후지이 나츠오는 교사인 타치바나 히나를 몰래 짝사랑하고 있었다. 이룰 수 없는 마음을 내리누르고 미팅을 하러 간 나츠오는 어쩌다 보니 그곳에서 만난 타치바나 루이와 첫경험을 갖게 된다.  그리고 아버지의 재혼으로 새어머니를 맞게 된 나츠오. 하지만 새어머니와 함께 나타난 사람은 바로 히나와 루이였다. 한 지붕 밑에서 살게 된 세 사람. 퓨어한 금단의 삼각관계가 지금 시작된다....,도메스틱 그녀,,"드라마, 애니메이션",tv
83121,"집안도 인망도 좋다!!

장래가 기대되는 우수한 수재들이 모인 슈치인 학원!!

그 학생회에서 만난 부회장 시노미야 카구야와 회장 시로가네 미유키는 서로에게 끌리고 있었지만, 아무 일도 없는 채로 반년이 경과!!

프라이드가 강하고 솔직하지 못한 두 사람은, 귀찮게도 ""어떻게 상대방에게 고백을 받아낼 것인가"" 만을 생각하게 되어버렸다?!

연애는 성취될 때까지가 즐겁다!!

신감각 ""두뇌전"" 러브코미디 개전!",카구야 님은 고백받고 싶어 ~천재들의 연애 두뇌전~,,"애니메이션, 코미디",tv
83319,,BANGTAN BOMB,,리얼리티,tv
83564,달을 가꾸는 세 가족의 이야기를 아름답게 그려낸 픽사의 단편 애니메이션.,라 루나,2012-02-10,"가족, 애니메이션, 판타지",movie
83631,"수백 년 동안 함께 ""살아온"" 세 흡혈귀의 일상을 들여다보는 다큐멘터리 형식의 작품",뱀파이어에 관한 아주 특별한 다큐멘터리,,"SF&판타지, 코미디",tv
83639,"침묵하고 복종하면 폭력의 제물이 될 뿐이다. 허울 좋은 학교, 그곳의 비밀과 거짓말을 폭로하는 난노. 이 도도하고 영악한 소녀가 어둠 속 세상의 진짜 모습을 드러낸다.",그녀의 이름은 난노,,"드라마, 미스터리, 범죄",tv
83666,"사고로 가족을 잃고 위탁가정을 전전하는 카키 스카우트의 문제아 샘. 부유한 가정에서 자랐지만 친구라곤 라디오와 책, 고양이밖에 없는 외톨이 수지. 1년 전 교회에서 샘은 까마귀 분장을 한 수지에게 한눈에 반하게 되고, 그 후 둘은 펜팔을 통해 상처와 외로움을 나누며 점점 가까워진다. 서로를 보듬어주는 유일한 소울메이트이자 연인이 된 샘과 수지는 둘만의 아지트를 찾아 떠나기로 결심하고, 필요한 준비물들을 챙겨 약속 장소로 향한다. 몇 시간 후 샘과 수지의 실종사건으로 인해 뉴 펜잔스 섬은 발칵 뒤집히고, 수지의 부모님과 카키 스카우트 대원들은 둘의 행방을 찾아 수색작전을 벌이기 시작하는데...",문라이즈 킹덤,2012-05-16,"드라마, 로맨스, 코미디",movie
83708,,星辰变,,"SF&판타지, 드라마, 애니메이션, 액션&모험",tv
83853,돈벌이가 아닌 모두가 행복한 세상을 실현하고자 하는 한 여성 사업가의 생애를 그리는 시대극,아침이 왔다,,드라마,tv
83867,기만과 음모로 얼룩진 위험한 시대. 무자비한 은하 제국의 압제에 맞서 반란의 불씨가 된 카시안 안도르. 반란군 영웅으로 거듭날 그의 운명적인 여정이 시작된다.,스타워즈: 안도르,,"SF&판타지, 드라마, 액션&모험",tv
83880,"2019년 4월 Netflix에서 방영을 시작한 다큐멘터리. 우리 모두의 터전인 경이로운 지구를 만난다. 혁신적인 촬영 기술로 이제껏 본 적 없는 야생의 지역과 동물을 정밀하게 포착한 이 이 야심찬 시리즈는 전 세계 모든 대륙을 오가며 50개국에서 촬영됐다. 600명이 넘는 제작진이 3,500여 일에 걸쳐 촬영한 영상은 북극의 오지와 대양의 심해, 아프리카의 초원과 남미의 정글 등에 숨겨진 미지의 서식지를 다양하게 보여주는 데 중점을 둔다. 압도적인 스케일, 경이로운 영상미 그리고 전 인류를 향한 메시지로 우리 지구에 관한 가장 광대한 탐험을 만난다.",우리의 지구,,"다큐멘터리, 액션&모험",tv
83997,,Money for Nothing,,리얼리티,tv
84011,,Kadenang Ginto,,"가족, 드라마, 연속극",tv
84074,,Hipertensão,,"드라마, 연속극, 코미디",tv
84200,저스티스 리그 언리미티드는 워너 브라더스에서 제작하고 카툰 네트워크에서 방영한 애니메이션이다. 저스티스 리그뿐만 아니라 DC 유니버스의 다양한 캐릭터가 등장하며 2001년 방영된 저스티스 리그에 후속편이다.,저스티스 리그 언리미티드,,"SF&판타지, 애니메이션, 액션&모험, 어린이",tv
84231,"아빠가 죽고 브록턴 집을 불태운 웨인은 아빠가 죽기 전에 소유했던 슈퍼카를 찾으러 플로리다에 가려고 한다 웨인은 방금 사귄 델한테 플로리다에 같이 가자는 제안을 하고 델은 승낙한다

딸을 데려간 웨인을 가만두지 않으려는 델의 폭력적인 아빠와 쌍둥이 오빠들의 추격을 피해 웨인은 슈퍼카를 찾을 수 있을까?",웨인,,"드라마, 액션&모험, 코미디",tv
84441,,瞳,,"가족, 드라마",tv
84503,밤새 파티를 벌이던 20대는 갔다. 끝없는 육아와 현실 문제에 시달리는 30대 부부. 하지만 인생이 끝난 건 아니잖아. 계속 쿨하게 살고 싶다고! 성인용 애니메이션 시리즈.,클로즈 이너프,,"애니메이션, 코미디",tv
84539,,純情きらり,,드라마,tv
84547,남자 스타들이 가정에서 살림하는 모습을 생생히 전하는 프로그램,살림하는 남자들,,가족,tv
84580,,Velho Chico,,"드라마, 연속극",tv
84669,"가난한 생활을 보내는 고등학생 2학년 우에스기 후타로에게 좋은 조건의 가정교사 아르바이트 이야기가 들아온다. 그런데 가르칠 대상은 놀랍게도 동급생!! 그것도 다섯 쌍둥이였다!! 전원 미소녀, 하지만 ""낙제 직전"", ""공부가 싫다""는 문제아! 첫 과제는 자매로부터 신뢰를 얻어내는 것…?! 매일이 야단법석! 나카노 家 다섯 쌍둥이가 만들어내는 귀여움 500%의 5인 5색 러브코미디 개막!!",5등분의 신부,,"드라마, 애니메이션, 코미디",tv
84737,,通灵妃,,애니메이션,tv
84773,"익숙하고도 새로운 캐릭터들은 가운데땅에서의 악의 부활을 마주한다. 안개산맥의 가장 어두운 곳부터 린돈의 장엄한 숲까지, 그리고 누메노르 섬 왕국부터 지도의 가장 먼 곳에 이르기까지 다양한 왕국과 캐릭터들은 운명을 다한 후에도 오래도록 지속될 유산을 남길 것이다.",반지의 제왕: 힘의 반지,,"SF&판타지, 드라마, 액션&모험",tv
84892,"말 못할 트라우마를 가지고 자신만의 세계에 갇혀있던 ‘찰리’는 고등학교 신입생이 돼서도 친구들과 어울리지 못한 채 방황한다. 그러던 어느 날, 타인의 시선 따위는 신경 쓰지 않고 삶을 즐기는 ‘샘’과 ‘패트릭’ 남매를 만나 인생의 새로운 전환을 맞이한다. 멋진 음악과 친구들을 만나며 세상 밖으로 나가는 법을 배워가는 ‘찰리’. 자신도 모르는 사이 ‘샘’을 사랑하게 된 그는 이제껏 경험한적 없는 가슴 벅찬 나날을 보낸다.",월플라워,2012-09-20,드라마,movie
84928,12명의 기자들이 탐사 취재를 해서 전달하는 형식의 심층 취재와 보도로 다양한 사회적 이슈를 성역 없이 끝까지 추적해 진실을 밝힐 신개념 탐사기획 프로그램,탐사기획 스트레이트,,뉴스,tv
84958,"2021년 6월 Disney+에서 방영을 시작한 드라마. 어벤져스: 엔드게임의 2012년 뉴욕 전투 직후. 아스가르드로 연행되던 로키는 뜬금없이 자신 앞에 밀려온 테서랙트를 들고 탈출해 또다른 가능성의 로키로 분화된다. 하지만 엉겹결에 고비 사막 한 가운데에 추락한 로키는 포털을 열고 나타난 TVA 요원들에 의해 단숨에 제압당하고 연행된다. 한편 1549년 프로방스 지방에 있는 성당, 모비어스는 이곳에서 헌터들에게 시간선 간섭이 일어났다는 보고를 받는데...",로키,,"SF&판타지, 드라마",tv
85021,영국 런던은 여러 국제적인 다수의 갱조직이 합류하여 이권다툼을하면서 권력투쟁으로 분열되고있으며 이 시리즈는 한명의 범죄조직의 보스가 납치되고 보스의 공백은 다른 조직간의 일시적인 평화를 위협하게된다.,갱스 오브 런던,,"드라마, 범죄",tv
85077,,The Chosen,,"가족, 드라마, 액션&모험",tv
85184,,The Noite com Danilo Gentili,,"코미디, 토크쇼",tv
85271,"초능력을 가진 완다 막시모프와 비전, 이 두 명이 이상적인 교외 생활을 하는 도중 뭔가 잘못됐다는 느낌을 받기 시작한다.",완다비전,,"SF&판타지, 드라마, 미스터리",tv
85349,"자기 중심적인 13살의 태국계 미국인 앤 분초이는 생일에 친구들과 함께 개구리 문양이 새겨진 음악 상자를 훔친다. 상자를 여는 순간, 신비로운 빛이 그들을 감싸면서 양서류들로 가득한 앰피비아라는 세계에 떨어지게 된다. 그곳에서 앤은 모험을 좋아하는 10살의 개구리 소년 스프리그를 만나게 된다. 앤은 스프리그가 사는 마을, 워트우드(Wartwood)에 살면서 새로운 모험을 떠나고, 앰피비아의 비밀을 풀어나간다.","신비한 개구리 나라, 앰피비아",,"SF&판타지, 가족, 애니메이션, 액션&모험, 어린이, 코미디",tv
85404,"어느 날, 드라마처럼 로펌에 뚝 떨어진 대한민국 대표 배우 오윤서가 완벽주의 변호사 권정록을 만나 시작되는 우주여신 위장취업 로맨스. 스캔들로 잠정 은퇴를 선언한 우주여신 오진심(예명 오윤서). 복귀에 목말라 있던 진심은 스타작가 이세진의 드라마에 출연하기 위해 작가를 찾아간다. 작가는 고심 끝에 '조건'을 제시하는데. 올웨이즈 로펌의 에이스 변호사 권정록은 오윤서가 자신의 비서로 온다는 소식을 듣는다. 정록은 런웨이를 방불케하는 진심의 첫 출근룩에 어이가 없고, 진심도 '우주여신 오윤서'를 한낱 낙하산쯤으로 여기는 정록이 못마땅한데...",진심이 닿다,,"드라마, 코미디",tv
85430,,Girl Play,2004-07-11,"로맨스, 코미디",movie
85552,"약물과 성, 트라우마, 범죄 그리고 소셜 미디어가 가득한 세상 속에서 사랑과 우정 사이에서 갈등하는 10대 청소년들의 이야기.",유포리아,,드라마,tv
85590,,Güldür Güldür Show,,"리얼리티, 코미디, 토크쇼",tv
85702,"2000년, 중학교에 진학한 꿈많은 13살 소녀들의 행복해야 했지만 악몽 같았던 솔직하고 발칙한 이야기",PEN15,,코미디,tv
85720,"암흑의 시대, 둘로 나뉜 세상. 그곳에 마법의 힘을 지닌 소녀 병사가 나타난다. 어둠의 세력과 그 음모에 맞서, 그녀는 세상을 통일할 수 있을까. 빛을 가져올 수 있을까.",섀도우 앤 본,,"SF&판타지, 드라마",tv
85801,"이스트 고등학교에서 처음으로 '하이 스쿨 뮤지컬'의 뮤지컬 버전이 제작됩니다. 거의 15년 전 디즈니 원작 영화가 촬영된 이곳에서 신세대 고등학생들과 새 연극 선생님이 역사를 다시 쓰려고 합니다. 가브리엘라, 트로이, 다른 원작 영화 인물들을 맡게 될 아이들을 소개합니다. 연극 캠프에서 신성으로 떠오른 니니, 스케이트보드를 좋아하며 니니의 마음을 돌리려고 연극부에 들어온 니니의 전 남자 친구 리키, 멋지고 잘생긴 니니의 새 남자 친구 이제이, 어디 시체라도 묻어둔 듯 의심스럽지만 뼛속들이 열정을 간직한 야망 많은 전학생 지나. 열정적인 이스트 고등학교의 배우들이 새로운 안무와 원작 노래 리메이크가 들어간 메타 버전 '하이 스쿨 뮤지컬'을 무대에 올리겠다고 굳게 다짐합니다. 원작에는 없었던 현실의 갈등은 덤입니다!",하이 스쿨 뮤지컬: 뮤지컬: 시리즈,,"가족, 드라마, 코미디",tv
85844,"사고로 죽었을 청년이 갓난아기의 모습으로 이세계에서 환생! 구국의 영웅 「현자」 마린 월포드에게 거둬진 그는 신이라는 이름을 받는다. 손자로서 마린의 기술을 흡수해가며 놀라운 힘을 얻게 된 신이었지만, 그가 열다섯 살이 되자 할아버지는 이렇게 말했다. ""상식을 가르치는 걸 깜빡했구만!""

이런 이유로 신은 상식과 친구를 얻기 위해 알스하이드 고등 마법학원에 입학하게 되는데...",현자의 손자,,"SF&판타지, 애니메이션, 액션&모험, 코미디",tv
85937,"2019년 4월 Tokyo MX에서 방영을 시작한 애니메이션. 고토게 코요하루의 동명의 만화를 원작으로 한다. 다이쇼 시대, 가난하지만 가족들과 함께 행복한 일상을 보내던 카마도 탄지로. 설이 오기 전에 숯을 잔뜩 팔아 가족들을 배불리 먹여주고 싶었던 탄지로는 혼자 마을로 내려가 숯을 판다. 다음날이 밝고 집에 도착한 탄지로는 가족들이 처참하게 몰살당한 모습을 보고, 유일하게 살아있던 여동생 네즈코를 구하기 위해 그녀를 의사에게 데려가려 하지만 네즈코는 이미 혈귀가 되어 있었다. 가혹한 운명의 사슬을 끊어내고 세상에서 혈귀를 멸하려, 지금 탄지로가 복수의 칼날을 높이 든다.",귀멸의 칼날,,"SF&판타지, 애니메이션, 액션&모험",tv
85948,스타 플릿의 가장 안 알려진 우주선의 선원들의 생활을 담은 애니메이션,스타 트렉: 로워 덱스,,"SF&판타지, 애니메이션, 코미디",tv
86031,돌로 변한 사람들. 세상은 그렇게 멈춰 버렸다. 그러나 절망 속에도 한줄기 희망이 살아있었으니. 과학 천재 소년 센쿠와 체력왕 타이주가 어둠을 깨고 분연히 일어난다. 문명의 재건을 위하여.,닥터 스톤,,"SF&판타지, 애니메이션, 액션&모험, 코미디",tv
86034,"왕따인 나구모 하지메는 같은 반 아이들과 함께 이세계로 소환된다. 차례차례 사기적인 전투 능력을 발현하는 반 아이들과는 달리 연성사라는 평범한 능력을 손에 넣은 하지메. 이세계에서도 최약인 그는 어떤 반 아이의 악의로 인해 미궁의 나락으로 떨어지고 마는데!? 탈출 방법을 찾을 수 없는 절망의 늪에서 연성사로서 최강에 도달하는 길을 발견한 하지메는 흡혈귀인 유에와 운명적인 만남을 갖는다. '내가 유에를, 유에가 나를 지킨다. 그럼 최강이야. 전부 쓰러뜨리고 세계를 뛰어넘자.' 나락으로 떨어진 소년과 가장 깊은 곳에 잠들어 있던 흡혈귀가 펼치는 '최강' 이세계 판타지 개막!",흔해빠진 직업으로 세계최강,,"SF&판타지, 애니메이션, 액션&모험",tv
86198,,Alto Astral,,"드라마, 연속극",tv
86248,"2033년, 인간은 자신이 선택한 가상 디지털 방식의 사후세계로 스스로를 ""업로드""할 수 있다. 컴퓨터 프로그래머인 네이선이 자율주행차 사고로 젊은 나이에 죽게 되자, 그는 매우 비싼 돈을 내야하는 가상의 디지털 사후세계인 ""레이크 뷰""에 업로드되지만, 곧 소유욕이 강하고 아직 살아 있는 여자친구 잉그리드의 손아귀에 넘어가게 된다. 네이선은 디지털 사후세계인 ""레이크 뷰""의 장단점에 적응하면서, 그의 살아있는 고객 서비스 담당자인 노라와 유대감을 형성하게 된다. 노라는 직업의 압박감, 업로드되고 싶지 않은 그녀의 아버지, 네이선에 대한 커져가는 감정과 함께 네이선이 살해당했다고 서서히 믿게 된다.",업로드,,"SF&판타지, 드라마, 코미디",tv
86255,,האח הגדול,,리얼리티,tv
86297,,Der Bachelor,,리얼리티,tv
86304,,Fraud Squad,,"다큐멘터리, 범죄",tv
86310,,राधाकृष्ण,,"가족, 드라마, 액션&모험, 연속극, 코미디",tv
86430,"뉴올리언스 지역에서 존경받는 판사 마이클은 하나뿐인 아들을 두고 세상을 떠난 아내 대신 아들에게 최선을 다하며, 열심히 살아갑니다.그러나 아들이 자동차를 타고 운전을 하던 중에 누군가를 치게 되는 사고가 일어나고 아들은 그 순간 당황한 나머지 그대로 도망치게 됩니다. 드러나 아버지의 직업이 직업인지라 결국 아버지인 마이클에게 사실을 말하고 마이클도 이 상황이 당혹스럽지만 자수를 권유하고 같이 경찰서에 가게되는데..",존경하는 재판장님,,"드라마, 범죄",tv
86831,"미스터리의 세계, 공포의 괴물, 스릴 넘치는 작전, 그리고 코믹한 연기. 세상의 모든 이야기와 장르를 담았다. 팀 밀러와 데이비드 핀처가 제작한 성인용 연작 애니메이션.","러브, 데스 + 로봇",,"SF&판타지, 애니메이션",tv
86836,여선생님과 학생 사이에서 벌어지는 여러 가지 해프닝을 그린 에로 코미디 애니메이션,어째서 여기에 선생님이,,"애니메이션, 코미디",tv
86837,"행복하고 평화로운 노후를 보내던 음악가 출신의 노부부 조르주와 안느. 어느 날 아내 안느가 갑자기 마비 증세를 일으키면서 그들의 삶은 하루아침에 달라진다. 남편 조르주는 반신불수가 된 아내를 헌신적으로 돌보지만, 하루가 다르게 몸과 마음이 병들어가는 아내를 바라보면서 그는 선택의 기로에 놓이게 되는데…",아무르,2012-09-20,"드라마, 로맨스",movie
86845,,Paranormal Caught on Camera,,"다큐멘터리, 리얼리티",tv
86848,"냉소적인 심리치료사가 사제 그리고 노동자와 함께 기적이라 여겨지는 것들, 악령에 빙의된 사례 등 비범한 현상들을 조사한다. 과학적으로 설명될 수 있는지 아니면 정말 초자연적인 힘이 있는 것인지 알아보기 위함이다.",이블,,"드라마, 미스터리, 범죄",tv
87083,"2019년 3월 Netflix에서 방영을 시작한 다큐멘터리. 가장 빠른 자가 살아남는 세계, 포뮬러 원. 그 화려한 트랙 안팎의 치열한 풍경이 모습을 드러낸다. 최첨단 자동차, 최고의 속도, 화려한 테크닉. 이 모든 것은 그저 일부일 뿐이다. 1년 내내 전 세계에서 개최되는 레이스를 따라 서킷 안팎을 질주하는 드라이버와 팀원들. 위험한 경주에 도전하는 드라이버들과 그들 뒤에 있는 팀원 및 가족들의 모습까지, 이제껏 본 적 없는 서킷 뒤의 모습을 독점 공개한다. 지금부터 포뮬러 원의 진짜 경주가 공개된다.",F1: 본능의 질주,,다큐멘터리,tv
87101,"인간 저항군의 리더 존 코너의 탄생을 막기 위해 스카이넷은 터미네이터를 과거로 보내고, 이를 저지하기 위해 부하 카일 리스가 뒤를 따른다. 젊은 사라 코너와 그녀를 보호하고 있던 T-800은 로봇과의 전쟁을 준비하며 이미 그들을 기다리고 있었다. 시간의 균열로 존 코너 역시 과거로 오지만 그는 나노 터미네이터 T-3000으로 변해있었던 것. 이제 인류는 인간도 기계도 아닌 그 이상의 초월적인 존재, 사상 최강의 적에 맞서 전쟁을 벌여야만 한다.",터미네이터 제니시스,2015-06-23,"SF, 모험, 스릴러, 액션",movie
87108,"2019년 5월 HBO에서 방영을 시작한 미니시리즈. 전 세계를 공포로 몰고 가며 인류 최악의 인재로 기록된 구 소련 체르노빌 원자력 발전소 사태를 재구성했다. 1988년 4월 26일 모스크바, 한 남자가 긴 이야기를 마친 뒤 녹음 테이프를 신문지로 감싼다. 남자는 음식물 쓰레기를 버리는 척, 테이프를 숨겨 집 밖으로 나온다. 아직 어둠에 싸인 거리 한쪽에서 수상한 차가 그를 감시 중이다. 음식물 쓰레기통 옆의 폐건물 유리창 안으로 녹음 테이프를 던진 남자는 집으로 돌아와 고양이에게 밥을 준 뒤 목을 맨다. 벽시계의 바늘이 1시 24분을 가리키고 있다.",체르노빌,,드라마,tv
87310,,The Pit Stop,,"리얼리티, 코미디, 토크쇼",tv
87428,"1960년대 주부, 1980년대 사교계 명사, 2019년의 변호사. 여성의 사회적 지위가 각기 다른 시대를 살고 있는 이 3명의 여성들이 시대를 관통하는 바로 그 문제! 결혼생활의 불신을 다룬다.",와이 우먼 킬,,"드라마, 범죄, 코미디",tv
87432,찢어지게 가난한 집안 환경과 동생들을 위해 전액 무료 VIP 대학 추천을 노리는 고교 3학년 유이가 나리유키. 내 공부도 하기 바쁜 판에 본의 아니게 천재 미소녀 후미노와 리즈의 교육을 맡게 된다. 완전무결해 보이는 두 사람이지만 사실 의외의 고민을 안고 있었는데…?!,우리는 공부를 못해,,"애니메이션, 코미디",tv
87461,"악덕 기업에 다니는 나카노는 매일 늦게 퇴근해 집에서 잠만 자고 다시 회사로 향하는 반복된 일상에 지쳐있다.  그런 나카노의 앞에 나타난 것이 바로 여우 신선인 센코였다. 센코는 식사, 빨래 등 가사전반을 도와주며 피곤에 찌든 나카노에게 행복함을 느끼게 해주려 하는데...

갑자기 시작된 센코 씨와 나카노의 동거. 현대사회의 지친 모든 이들을 치유하기 위한, 보살핌과 응석 어린 코미디가 시작된다!

매일 집과 회사를 왕복하며 피로에 찌든 나날을 보내던 직장인 나카노와 그의 앞에 어느 날 갑자기 나타난 여우 센코 씨와의 공동생활을 그린 애니메이션",도우미 여우 센코 씨,,"SF&판타지, 애니메이션, 코미디",tv
87527,"스무 살 독립, 문란해질 준비는 끝났다. 화끈한 로맨스를 꿈꾸는 태오. 하지만 친구들이 각자의 사정으로 집에 쳐들어오면서, 기대하지 않았던 좌충우돌 동거가 시작된다. 도대체 어디까지가 우정이고 어디까지가 썸인건지. 첫 인생이라서 어렵고, 첫사랑이라서 서툰 생초보들이 한집에 모였다.",첫사랑은 처음이라서,,드라마,tv
87539,,Katy Keene,,"드라마, 코미디",tv
87689,어떤 운명이 그녀를 기다리는 걸까. 새로운 생명과 신비한 힘을 얻은 고아 소녀. 헤일로의 운반자로 선택된 그녀가 천년의 비밀을 간직한 수녀들과 함께 악마에게 맞선다.,워리어 넌: 신의 뜻대로,,"SF&판타지, 드라마, 액션&모험",tv
