id,overview,title,release_date,genres
161280,시골마을의 초등학생 석이(이영수)는 요양차 내려온 윤초시의 증손녀 연이(조윤숙)를 개울가에서 만난다. 연이가 자신에게 관심을 보이는 것이 기쁘지만 쑥쓰러운 마음에 무뚝뚝하게 외면하곤 한다. 그러나 며칠 째 학교를 나오지 않던 연이가 학교에 오자 석이는 용기를 내 말을 걸고 함께 놀러간다. 단풍놀이를 하던 둘은 돌아오는 길에 소나기를 만나고 오두막에서 모닥불을 피우며 소나기가 그치기를 기다린다. 비를 많이 맞아 앓고 났던 연이는 개울가에서 석이를 만나 읍내로 이사간다고 말한다.  그날 밤 석이는 덕쇠영감의 호두를 따 개울가에서 연이를 기다리지만 연이의 모습은 보이지 않는다. 잠결에 아버지에게서 연이가 죽었다는 소식을 들은 석이는 숨죽여 흐느낀다.,소나기,1979-08-12,"드라마, 로맨스"
161336,아파트 단지 내의 지점에서 일하고 있는 은행 대리 김봉수는 서른 안팎의 독신남이다. 그는 여자를 유혹하려고 마술까지 배우는 인물이지만 그런 노력에도 불구하고 결혼이란 행운은 그에게 쉽게 다가오지 않는다. 은행 바로 건너편 빌딩에서 일하고 있는 보습학원 강사 원주. 그녀는 은행을 들락거리다 봉수와 자꾸 마주치게 되고 그가 자신에게도 호감을 갖고 있을 것이라 생각한다. 원주는 용기를 내 봉수에게 데이트를 신청하지만 예상 밖으로 그는 야멸차게 그녀를 거절하는데...,나도 아내가 있었으면 좋겠다,2001-01-13,"드라마, 로맨스, 코미디"
162146,"전 국민의 숨소리까지 검열하는 군부 독재가 기승을 부리던 1985년 9월 4일, 민주화운동가 김종태는 가족들과 목욕탕을 다녀오던 길에 경찰에 연행된다. 예전부터 자주 경찰에 호출되었던 터라 큰 일은 없으리라 여겼던 그는 정체 모를 남자들의 손에 어딘가로 끌려간다. 눈이 가려진 채 도착한 곳은 남영동 대공분실. 경찰 공안수사당국이 ‘빨갱이’를 축출해낸다는 명목으로 소위 ‘공사’를 하던 고문실이었다. 그날부터 김종태는 온갖 고문으로 좁고 어두운 시멘트 바닥을 뒹굴며 거짓 진술서를 강요 받는다. 아무 양심의 가책 없이 잔혹한 고문을 일삼는 수사관들에게 굽히지 않고 진술을 거부하는 김종태. 하지만 ‘장의사’라 불리는 고문기술자 이두한이 등장하면서 그의 인생을 송두리째 뒤바꾸는 잔혹한 22일이 시작된다.",남영동1985,2012-11-22,"드라마, 역사"
165213,"경찰청 수사기획과 강과장은 국내 최대 범죄 조직 골드문이 기업형 조직으로 세력이 확장되자 신입경찰 이자성에게 잠입수사를 명한다. 그리고 8년, 자성은 골드문의 2인자 정청의 오른팔이 되기에 이른다. 골드문 회장이 갑자기 사망하자, 강과장은 후계자 결정에 직접 개입하는 신세계 작전을 설계한다. 후계자 전쟁의 한 가운데, 정청은 지금까지 친형제처럼 함께 해 온 자성에게 강한 신뢰를 보는 반면 작전의 성공만 생각하는 강과장은 자성의 목을 조여만 간다. 신분이 노출될 위기에 처한 자성은 언제 자신을 배신할지 모르는 경찰과, 형제의 의리로 대하는 정청 사이에서 갈등하게 되는데...",신세계,2013-02-21,"드라마, 범죄, 스릴러"
165658,"영악하고 현실 적응이 빠른 병태는 Y대 철학과에 재학 중이다. 병태는 그룹 미팅에서 H대 불문과에 다니는 영자를 만난다. ""우리는 바보예요. 바보, 병신, 쪼다, 여덟 달 반이예요"" 자조적인 나래이션으로 외치던 주인공들은 바보들의 방식으로 현실의 벽에 부딪치고 방황하며 행진해 나간다. 순진하고 선량한 영철은 자신의 꿈이 망상으로 치부되는 현실에 자살하고 그와는 대조적으로 병태는 영자가 자신을 떠날 것 같자 군대에 입대한다. 입영 열차 차창에 매달려 영자와 병태는 키스를 나눈다.",바보들의 행진,1975-05-31,"드라마, 로맨스, 코미디"
166428,"영원한 친구 히컵과 투슬리스의 활약으로 사람과 드래곤이 공존하며 평화롭게 살아가는 버크섬. 새로운 드래곤 ‘라이트 퓨어리’를 쫓아간 투슬리스를 찾다가 히컵은 누구도 찾지 못했던 드래곤의 파라다이스 ‘히든월드’를 우연히 발견하게 된다. 하지만 평화도 잠시, 역대 최악의 드래곤 헌터 그리멜의 등장으로 드래곤들의 안전과 버크섬의 평화까지 위협받기 시작하는데…",드래곤 길들이기 3,2019-01-30,"가족, 모험, 애니메이션"
167760,"청담동에서 용하기로 소문난 미녀 보살, 태랑. 쭉빵 외모에 억대 연봉, 무엇 하나 부러울 것 없는 그녀지만 스물 여덟 전에 운명의 남자를 만나야만 액운을 피할 수 있는 사주를 타고 났다. 어느 날 기적 같은(?) 사고로 눈길도 주기 싫은 찌질남 승원과 오매불망 첫사랑 호준을 동시에 만나게 되고, 태랑은 빌어먹을 운명과 사랑 앞에서 선택의 기로에 놓인다.  신이시여! 지금 장난하십니까? 운명을 피할 수만 있다면 맨발로 작두라도 타겠어요!",청담보살,2009-11-11,코미디
168208,"호로비츠 같이 위대한 피아니스트가 되고 싶었지만, 부족한 재능 탓에 변두리 피아노 학원 선생을 하고 있는 김지수. 학원으로 이사오던 날, 메트로놈을 훔쳐 달아나는 이상한 아이 경민을 만나게 된다.  그러던 어느날, 우연히 경민이가 절대음감을 가진 천재소년이라는 것을 알고 눈이 번쩍 뜨인 지수! 경민이를 유명한 콩쿠르에 입상시켜 유능한 선생님으로 명성을 떨치고자 열심히 훈련에 매진한다.  마침내 콩쿨날을 맞이하는 그들! 따라올 자 없는 경민이의 실력에 지수는 한껏 의기양양하다. 그러나 무대에 선 경민이는 어쩐일인지 꼼짝도 하지 않고, 좌절한 지수는 경민을 매몰차게 내모는데…",호로비츠를 위하여,2006-05-25,드라마
169226,"평화롭고 한적한 충청도 산골마을 강덕군 산촌 2리. 마을 단합대회를 열던 날, 마을 이장의 갑작스러운 죽음으로 인해 산촌 2리는 새로운 이장을 뽑게 된다. 이번엔 젊은 놈으로 이장을 시키라는 마을 최고어른의 말씀에 의해 자신의 의지와는 상관없이 단독후보로 나서게 된 산촌 2리 대표 노총각 조춘삼(차승원 분)은 얼떨결에 초고속, 최연소 이장으로 전격 선출된다.  평소 동네 노인네들과 함께 고스톱치기를 일삼고 치매에 걸린 아버지를 부양하던 평범한 시골 노총각 춘삼은 갑작스러운 이장 감투가 부담스럽기만 하다. 그러던 어느 날 춘삼은 어린 시절, 자기 밑에서 꼬봉 노릇이나 하던 노대규(유해진 분)가 군수에 출마한다는 소식을 접하게 되고, 묘한 경쟁심과 시기심에 사로잡힌다. 결국 대규가 최연소 군수가 되고 이들은 과거의 만년 반장과 부반장에서 이장과 군수라는 뒤바뀐 위치로 재회한다.  산촌2리를 휘어잡던 얼짱, 몸짱에 반장출신의 현직 이장 춘삼과 어린시절 춘삼에게 치인 아픈 기억 때문에 더 생색을 내는 군수 대규는, 한때 잘 나갔던 과거에 대한 자존심을 내세우는 춘삼의 주도 면밀한 딴지걸기로 사사건건 충돌하게 되는데… 사사건건 시비에 오나가나 딴지! 초코파이로 시작된 이들의 머쉬멜로우만큼 질긴 인연은 과연 어떻게 정리될 것인가!!!",이장과 군수,2007-03-28,코미디
171587,"옛 사랑에 허덕이며 망가져 버린 가여운 연애 하수, 현승. 전여친에게 멋진 새 남자가 생겼다는 소식을 전해 듣고  열등감 폭발, 외로움 증폭에 잠 못 이루고 뒤척이던 그에게  어느 날 밤, 야릇한 전화 한 통이 걸려온다! 무결점 외모로도 극복 못한 남친 애정 결핍 증후군, 윤정. 그의 관심을 되돌릴 비장의 이벤트를 준비한다. 앙큼한 목소리, 발칙한 스킬로 뜨거운 순간을 유발하지만, 수화기 너머의 남자, 남친이 아니다?! 거침없이 솔직하게! 내숭없이 짜릿하게! 이보다 더 궁금할 수 없는 ‘19금 연애’가 찾아 온다!",나의 PS 파트너,2012-12-06,"드라마, 로맨스, 코미디"
180651,"학창시절, 화려한 무용담들을 남기며 학교를 평정했던 파이터들 중 진짜 최강자는 누구였을까?  한때 ‘전설’이라 불렸던 그들이 맞붙어 승부를 가리는 TV파이트 쇼 ‘전설의 주먹’.  세월 속에 흩어진 전국 각지의 파이터들이 하나 둘씩 등장하고, 쇼는 이변을 속출하며 뜨겁게  달아오른다. 그리고 화제 속에 등장한 전설의 파이터 세 사람에 전국민의 시선이 집중된다.",전설의 주먹,2013-04-10,"드라마, 액션"
181080,"카리스마 넘치는 국내 최고의 게임 프로그래머 최강조(소지섭).  모든 것을 다 가졌다고 생각하는, 그래서 사는 것이 무료하기 만한 그에게 차마 거부할 수 없는 유혹이 있으니 그것은 다름 아닌 도둑질! 바로 남의 집에 몰래 들어가 물건을 훔치는 것이다. 그것도 첨단 장비와 기술을 동원, 실패율 제로의 완벽한 실력을 자랑하는데...  그의 레이더망에 걸려든 상대는 소심한 공무원 고상태(박상면).  착한 아내와 토끼같은 자식들을 데리고 TV앞에 모여 가족 극장 보는 것을 제일 큰 행복이라 생각하는 순둥이 가장이다.  어느 날 아침, 모든 게 평화롭다고 생각할 때 고상태는 최강조의 침입으로 일생일대 위기를 맞게된다. 애지중지하던 TV의 리모컨과 돈 3만원도 없어지고 매일 밤 제집 드나들 듯 하는 강조 때문에 상태는 도둑이란 누명과, ‘한심한 아버지’란 소리를 듣게 된다.  아버지로서 위엄과 권위는 땅에 떨어지고, 벼랑 끝에 몰린 상태. 모든 자존심을 걸고 도둑을 잡겠다고 결심한다. 과연 그가 준비하는 기상천외한 대반격은...?",도둑맞곤 못살아,2002-09-27,코미디
181647,"보스에게 신임 받고, 동생들에게 사랑 받는 엘리트 건달 광호. 남 부러울 것 없이 승승장구 하던 그의 건달 인생에 그 분이 태클을 걸었다?! 호시탐탐 광호를 밟을 기회만 노리던 태주의 칼에 맞고 순식간에 바뀐 운명선 때문에 낮에는 박수무당, 밤에는 건달의 투잡맨이 되어버린 광호! 하지만 존경하는 보스 가라사대, 쪽 팔리면 건달 아니라 안카나! 하루 아침에 부산을 휘어잡는 건달에서 조선 팔도 최고 ‘신빨’ 날리는 박수무당 되다!",박수건달,2013-01-09,"범죄, 코미디"
182633,"2년여 동안 나름 군기반장으로서 모범적인 군생활을 했다고 자부하는 말년 병장 태정은 중학교 동창인 승영이 내무반 신참으로 들어오면서 평탄치가 않게 된다. 상관의 군화에 매일같이 물광을 내 갖다 바치는 것이 당연하고 고참은 신참 팬티를 뺏어 입어도 당당할 수 있는 군대 특유의 부조리함을 받아들이지 못하는 승영은 사사건건 문제를 일으키고 태정은 친구라는 이유로 승영을 계속 감싸주지만 자신까지 곤란한 상황에 몰리기가 일쑤다. 시키는 대로 하는 것이 편하다는 태정의 충고와 걱정에도 아랑곳 않고 승영은 자신이 고참이 되면 이런 나쁜 관행들을 다 바꿀 자신이 있다고 큰소리를 치지만 태정에겐 그런 승영이 답답하고 자신의 제대 후 홀로 남겨질 친구의 앞날이 걱정될 뿐이다. 그러던 중 승영도 어느덧 지훈을 후임으로 두게 된다. 다른 고참들의 따가운 시선 속에서도 승영은 자신의 소신대로 지훈에게 잘 해주지만 그럴 수록 자신에 대한 부대 내 따돌림은 심해지고 인간적으로 대한 지훈도 제 멋대로이다. 태정이라는 보호막도 없어진 승영은 이제 서서히 변해가기 시작하는데...  1년여 후, 제대하고 군대의 기억을 까맣게 잊고 지내던 태정에게 어느날 승영으로부터 갑작스레 만나자는 전화가 온다. 승영을 별로 만나고 싶지 않은 태정은 여자친구를 불러내고 승영은 어딘가 불안한 모습으로 꼭 해야 할 말이 있다며 자꾸 태정을 붙잡는데.. 태정의 제대 후 승영에겐 과연 무슨 일이 있었던 걸까?",용서받지 못한 자,2005-11-18,드라마
183507,"라디오 음악 프로그램 PD인 동현에게 옛 애인으로부터 낡은 음반이 보내져 오고, 바로 그날 여인2라는 ID로부터 그 음반의 신청곡이 접수된다. 동현은 여인2에게 그 음악의 신청 동기를 묻는 이메일을 보낸다. 옛애인이 신청한 것이 아닐까 하는 기대를 가진다.  그러나 ID 여인2의 주인공 수현은 동현의 옛애인이 아닌, 가질 수 없는 사랑 때문에 속을 태우고 있는 상황이었다. 이렇게 우연한 계기로 통신상에서 알게 된 두 사람은 서로에게 충실한 조언을 해주는 사이가 된다.  그러나 동현의 제안으로 극장 앞에서 첫만남을 갖기로 했던 날, 동현은 옛 애인의 사망소식을 접하게 되는데...",접속,1997-09-13,"드라마, 로맨스"
186328,"시간과 지명을 알 수 없는 한국의 어느 도시에는 산성비가 내리고, 잊고 싶은 기억만을 골라 지워주는 망각 바이러스가 존재한다는 소문이 떠돈다. 독일로 이민 갔던 안나는 낙태의 고통스런 기억을 지우기 위해 망각 바이러스를 찾아 고향인 이 도시로 날아온다. 그곳에서 안나는 바이러스 가이드 유키와 택시기사 K와 함께 바이러스를 찾아 여행을 시작한다. 그러나 세 사람의 여정은 순탄치 않다. 납중독인 채로 임신한 유키는 산성비에 자주 혼절하고, 자신의 어릴 적 기억을 되찾고 싶어하는 K는 택시를 멈추기 일쑤기 때문.",나비,2001-10-13,SF
189081,"한 때 잘 나가던 성악가였지만 지금은 촌구석 예고의 음악 선생인 상진(한석규). 싸늘한 교육열, 까칠함만 충만한 그에게 청천벽력 같은 미션이 떨어진다. 천부적 노래 실력을 지녔으나, 일찍이 주먹세계에 입문한 건달 장호(이제훈)를 가르쳐 콩쿨에서 입상 하라는 것. 전학 첫날 검은 승용차에 어깨들까지 대동하고 나타난 것도 모자라, 수업 중에도 ‘큰 형님’의 전화는 꼭꼭 챙겨 받는 무늬만 학생인 장호가 못마땅한 상진. 장호의 노래를 들어볼 필요도 없이 결론을 내린다.  주먹과 노래 두 가지 재능을 타고났으나 막막한 가정 환경으로 인해 주먹 세계에 뛰어든 장호. 비록 현실은 ‘파바로티’의 이름 하나 제대로 모르는 건달이지만 성악가가 되고픈 꿈만은 잊은 적 없다. 이런 자신을 가르쳐 주긴커녕 툭하면 개나 소나 취미로 하는 게 클래식이냐며 사사건건 무시하는 쌤 상진의 태도에 발끈하는 장호. 그래도 꿈을 포기할 수 없는 장호는 험난하고 까칠한 상진과의 관계를 이어가는데...",파파로티,2013-03-14,"드라마, 음악, 코미디"
189150,"국민흔녀를 위한 최강의 연애비법이 밝혀진다!  우유부단한 성격 탓에 온갖 궂은 일을 다 도맡는 CF 조감독 최보나.  연이은 야근에 푸석푸석해진 얼굴과 떡진 머리는 최보나의 일상이 된지 오래…  무엇보다 제대로 된 연애를 해본 기억조차 가물가물한 이 시대의 대표적인 흔녀이다.  그러던 어느 날, 최보나는 야외촬영을 마치고 우연히 “남자사용설명서”를 손에 쥐게 된다.  그녀가 반신반의하며 “남자사용설명서” 테잎 속 Dr. 스왈스키의 지시를 따라 하자,  거짓말처럼 지나가는 남자들의 시선은 물론 한류 톱스타 이승재의 마음까지 흔들어 놓게 되는데…  과연 최보나는 “남자사용설명서”를 통해 새로운 사랑을 시작할 수 있을까?  당신도 연애를 시작하세요!",남자사용설명서,2013-02-14,"로맨스, 코미디"
190018,"평화로워 보이는 작고 조용한 마을에서 7살 여자아이가 사라지는 사건이 발생했다!사랑스러운 딸을 하루아침에 잃어버린 충식은 생업도 포기한 채, 딸을 찾는 일에만 매달린다. 작은 실마리라도 찾기 위해 담당형사에게 끈질기게 매달리며 고군분투하던 충식은 충격적인 사실을 알게 된다. 얼마 전에 이웃에 이사온, 조용하고 착한 청년이라고 생각했던 세진이라는 남자에게 전과기록이 있다는 것.세진은 조용하고 착한 인상의 청년에서 아동실종사건의 단 한 명의 용의자로 떠오르며 모든 사람들의 시선을 받기 시작한다. 결국 충식과 마을 사람들 모두가 그를 범인으로 지목하기 시작하고, 그에 대한 의심은 점차 확신으로 바뀌어간다. 사람들의 따가운 시선에는 고개를 숙이고, 노충식의 접근은 되도록 피해가며 경찰의 압박에는 변명대신 침묵을 택하는 세진 그의 가족들은 무엇인가를 아는 것 같지만 그 누구도 그 날의 사건을 이야기하지 않는데…",돌이킬 수 없는,2010-11-04,"드라마, 스릴러"
193689,"평화롭던 엄마 집에 나이 값 못하는 가족이 다시 모여들기 시작한다. 엄마 집에 빈대 붙어 사는 철없는 백수 첫째 한모, 흥행참패 영화감독 둘째 인모, 결혼만 세 번째인 뻔뻔한 로맨티스트 셋째 미연. 서로가 껄끄럽기만 한 삼 남매와 미연을 쏙 빼 닮아 되바라진 성격의 개념상실 여중생 민경까지, 모이기만 하면 사건 사고가 끊이지 않는 이들의 속사정이 공개된다.",고령화 가족,2013-05-09,"드라마, 코미디"
194872,"한 때 ‘도망 전문가’로 명성을 날렸지만  이제 낮에는 카센터 직원, 밤에는 콜 전문 기사로 활동 중인 차종우. 어린 나이 ‘사고’를 쳐 얻은 18살 나이차 아들 기혁과는 관계가 소원한 철부지 아빠지만 아들과 단둘이 살만한 집을 마련하는 것이 유일한 꿈이다. 어느 날, 큰 돈을 주겠다던 대박 손님이 차 안에서 죽은 채 발견되는 사건이 발생하고, 본능적으로 현장에서 도망 친 종우는 하루아침에 살인 사건의 유력한 용의자가 된다. 아들에게 조차 의심받는 상황 속, 전국민이 주목하는 살인용의자가 된 종우는 경찰, 언론, 정체불명의 이들에게 쫓기게 된다. 주변 인물마저 목숨을 잃게 되자 더 이상 물러설 곳 없는 종우는 누명을 벗고 아들에게 부끄럽지 않은 아빠가 되기 위한 반격을 준비하는데...",런닝맨,2013-04-03,"모험, 스릴러, 액션, 코미디"
195276,"15년 전, 한 유괴범이 종적을 감춘다. 범인은 공소시효가 끝나기 5일전, 사건현장에 꽃 한 송이를 갖다 놓는다. 그로부터 며칠 후 15년 전 사건과 동일한 범죄가 되풀이 되고. 눈 앞에서 손녀를 잃어버린 할아버지, 15년 전 범인을 찾아 헤맨 엄마, 15년간 미제사건에 인생을 건 형사. 마침내 모두에게 결정적 순간이 찾아왔다.",몽타주,2013-05-16,"드라마, 미스터리, 범죄, 스릴러"
196833,"잘나가던 공무원 강미나, 문방구 사장으로 직업 변경!  남들이 부러워하는 구청 공무원으로 잘 살고 있던 강미나.  하지만 갑작스레 아버지가 쓰러지면서 아버지가 운영하던 ‘미나문방구’를 억지로 떠맡게 된다.  이 참에 미나는 어릴 때부터 꼴도 보기 싫었던 문방구를 통째로 팔아버리려 하는데,  제집처럼 문방구를 드나드는 초딩 단골의 저항이 만만치 않다!  초딩 단골 절대 사절!  골칫덩어리 문방구 몽땅 팝니다!",미나문방구,2013-05-16,"드라마, 코미디"
198553,"자포자기의 심정으로 강원도 도계 중학교 관악부 임시 교사로 부임하게 된 현우. 낡은 악기, 찢어진 악보, 색바랜 트로피와 상장들이 초라한 관악부는 올해 전국대회에서 우승하지 못하면 강제 해산해야만 하고, 현우는 아이들을 데리고 가망 없는 승부를 걸어야만 한다. 우승을 장담할 수는 없지만 그렇다고 포기할 수는 없다. 아이들의 마음 속에서 싹트고 있는 음악에 대한 열정을 현우는 외면할 수 없었다. 아이들과 대회 준비에 바쁜 나날을 보내지만 그래도 여전히 옛 사랑의 그림자에 가슴 언저리가 아릿하게 저리는 현우. 그런 현우의 마음을 조심스레 보듬어 주는 마을약사 수연의 배려로 현우는 아지랑이처럼 피어나는 따뜻한 봄기운을 느낀다.",꽃피는 봄이 오면,2004-09-16,드라마
198663,"삭제된 기억, 거대한 미로로 둘러싸인 낯선 공간  모든 기억이 삭제된 채 의문의 장소로 보내진 토마스. 토마스는 미로에 갇힌 그곳에서 자신과 같은 상황의 사람들을 만난다. 그들은 매일 밤 살아 움직이는 미로에서 정체를 알 수 없는 죽음의 존재와 대립하며, 지옥으로부터 빠져나갈 탈출구인 지도를 완성해 나간다. 그러던 어느 날, 미로의 문이 열리고 그들은 마지막 선택의 기로에 놓이게 되는데…",메이즈 러너,2014-09-18,"SF, 미스터리, 스릴러, 액션"
199584,"북한의 남파특수공작 5446 부대.  20000:1의 경쟁률을 뚫은 최고 엘리트 요원 원류환, 공화국 최고위층 간부의 아들이자 류환 못지 않은 실력자 리해랑, 공화국 사상 최연소 남파간첩 리해진. 세 사람은 5446 부대의 전설 같은 존재이다.  하지만 조국통일이라는 원대한 사명을 안고 남파된 그들이 맡은 임무는 어처구니 없게도 달동네 바보, 가수지망생, 고등학생이다. 전달되는 명령도 없이 시간은 흘러만 가고 남한 최하층 달동네 사람들과 부대끼며 살아가는 일상에 익숙해져 간다.  그러던 어느 날 그들에게 전혀 뜻밖의 은밀하고 위대한 임무가 내려진다.",은밀하게 위대하게,2013-06-05,"드라마, 액션, 코미디"
200085,"밀입국 노동자들을 분당으로 실어 나른 남자가 원인불명의 바이러스에 감염되어 사망한다. 환자가 사망한지 채 24시간이 되지 않아 분당의 모든 병원에서 동일한 환자들이 속출한다. 사망자들은 기하급수적으로 늘어나지만 분당의 시민들은 무방비상태로 바이러스에 노출된다. 감염의 공포가 대한민국을 엄습하고, 호흡기를 통해 초당 3.4명 감염, 36시간 내 사망에 이르는 사상 최악의 바이러스에 정부는 2차 확산을 방지하기 위해 국가 재난사태를 발령, 급기야 도시 폐쇄라는 초유의 결정을 내린다. 피할 새도 없이 격리된 사람들은 일대혼란에 휩싸이게 되고, 대재난 속 사랑하는 이들을 구하기 위한 사람들과 죽음에서 살아 남기 위한 사람들은 목숨을 건 사투를 시작하는데…",감기,2013-08-14,"SF, 스릴러, 액션"
200604,"조금만 참으면 사랑하는 애인 '경순'과 결혼할 수 있다. 하지만 고무신은 군대에서만 거꾸로 신는 게 아니란 걸 몰랐던 탓일까? 어느 날 면회 온 애인으로부터 ‘결혼한다’는 날벼락 같은 소식을 듣는다. 변심한 애인의 맘을 되돌리기 위해 탈옥을 결심한다  복도 없지....빵 하나 훔쳐먹고 신원이 확실하지 않다는 이유로 감옥으로 직행. '억울함'에 이를 갈며 계속해서 탈옥을 시도하다 형량만 늘어난 고참 죄수 '무석'.  아무생각 없이 콧구멍 파고 있던 어느 날 오후, 숟가락 하나 발견하고는 탈옥루트를 만들기를 6년. 마침내 땅굴파기에 성공! 어디서 굴러들어 온지 모르는 '재필'과 함께 탈옥한다.  절대 다시는, 네버, 네버, 이곳에 오지 않으리라!! 결심하며 탈옥에 성공한 두 사람... 아침 일찍 나온 따끈따끈한 신문을 펼친 순간 자신들이 광복절 특사 명단에 끼어있다는 것을 알게 되는데..",광복절 특사,2002-11-20,"드라마, 코미디"
200711,"기상캐스터 진수는 우연히 교통사고를 당한다. 큰 부상없이 업무에 복귀하지만 문제가 생긴다. 8년 동안 자신이 사랑해온 연인이 누구인지 기억나지 않는 것. 진수는 자신의 대학친구인 연희에게 도움을 청한다. 진수와 같은 동아리였던 연희는 진수의 절친한 친구인 상인과 연인이었고 최근 그와 헤어지며 깊은 상처를 받았다. 그녀에게 지난날의 기억들은 모두 잊고 싶은 것들뿐이지만 진수를 위해 그녀는 지난날의 기억을 하나씩 되살리기로 한다.  서로의 만남이 잦아지면서 진수는 연희에게 새로운 감정을 느끼게 된다. 그리고 마침내 과거의 기억을 포기한 채 그녀와 새로운 사랑을 시작하려 결심한다. 그러나 연희는 그런 진수의 마음을 알지 못 한 채, 진수의 사랑을 찾아주기 위해 노력한다. 어느새 자신의 마음에 움튼 진수를 향한 사랑, 그의 연인을 찾아주는 것만이 자신이 할 수 있는 최선이라 여기며... 마침내 진수의 연인이었다는 광고학과 후배 채혜영이 나타나는데.",오버 더 레인보우,2002-05-17,"드라마, 로맨스"
200836,"29살 나난 (장진영 분). 머리에 동전 크기만한 원형 탈모를 발견한, 불길함이 엄습하는 어느 날. 몇 년째 믿고 사귀던 애인이 던지는 일방적인 한마디, 우리 그만 헤어져. 하늘이 무너져도 솟아날 구멍이?... 없다. 회사에는 떡 하니 붙은 좌천 공고. ""디자이너 나난 a 레스토랑 매니저"" 이건 바로 회사에서도 짤리는 소리. 아, 억울해. 이대로 당할 수 만은 없다. 심호흡 한번 크게 하고 입술을 꽉 물고는 상무실을 박차고 들어간다.  나난의 친구인 워킹우먼 동미(엄정화 분). 오는 남자 마다 않고 가는 남자 잡지 않는 자유롭고 개방적인 그녀. 하지만 화통한 성격으로 일도 잘하고 이성, 동성 친구 많은 멋진 Girl이다. 이런 그녀에게 회사 일을 빌미로 느끼하게 작업을 걸어오는 팀장이 있었으니. 어느 날 회의실에서 작업을 거는 팀장, 그러자 동미는 ""저도 팀장님을 위해 특별히 준비한 액션 플랜이 있는데..."" 라며 그의 바지를 벗기고...",싱글즈,2003-07-11,"로맨스, 코미디"
200995,"내신성적 때문에 도시에서 경남 하동으로 전학 온 자효와 그의 짝 수인은 대학 입시를 앞둔 평범한 고3학생이다. 그러나 이 두 사람의 평범한 일상은 예기치 못한 사건과 사랑으로 상처받는다. 자신을 유혹하던 같은 반 여학생 하라와 얼떨결에 성관계를 맺은 후 자효는 하라에게 냉담하게 대하고, 그녀는 그의 태도에 상처를 입고 자살하고 만다. 어린 시절, 친구가 눈 앞에서 죽는 광경을 목격한 뒤 충격을 받으면 곧잘 기절하고 마는 섬세한 성격의 수인은 새로 부임한 국어 교사 정혜에게 첫 눈에 반해 사랑에 빠지지만, 마음의 문을 열지 않는 그녀때문에 괴로워한다. 상처받은 두 사람이 이를 풀어가는 방식은 서로 다르다. 하라의 자살로 인한 충격에서 헤어나지 못한 자효는 대학생이 된 뒤 오로지 섹스에만 몰두하다 마침내 참사랑인 남옥을 만나고, 선생님에 대한 사랑을 간직한 수인은 자살로써 해바라기 사랑을 끝낸다.",청춘,2000-10-14,"드라마, 로맨스"
201334,"2년 동안 준비해온 채팅게임 '후아유'의 기획자 지형태(조승우)는 게임의 오픈을 앞두고 테스터들의 반응을 살피며 노심초사 하던 중 게임 게시판에서 '후아유'를 비방하는 ID 별이의 글을 발견하고 분개한다. 그녀가 같은 건물의 수족관 다이버라는 사실을 알게된 형태는 인터뷰를 빙자해 그녀를 찾아간다.  한편 ID 별이, 인주는 한때 국가대표 수영선수였지만 불의의 사고로 청각 장애인이 된 아픈 과거를 가지고 있다. 인주는 이제 수족관에서 인어쇼를 히트시키기 위해 고군분투하는 것을 삶의 목표로 삼는다. 인주에게 필이 꽂힌 형태는 '멜로'라는 ID로 인주의 '후아유' 게임 파트너가 되어 접근한다.  온라인과 현실 양쪽에서 서로를 알아가는 아슬아슬한 게임이 시작된다.",후아유,2002-05-24,"로맨스, 코미디"
204051,"조선 시대 대가집 종손 신상규와 그의 부인 윤 씨 사이에 손이 없자, 상규의 어머니와 숙부 신치호는 숙의 끝에 씨받이 여인을 들일 것을 결정한다. 신치호는 직접 씨받이 마을로 들어가 씨받이 여인이었던 필녀의 딸 옥녀를 간택하여 집안으로 들인다. 합방 날, 옥녀를 대면한 상규가 옥녀의 빼어난 용모에 사로잡혀 옥녀를 총애하게 되자, 부인 윤 씨는 옥녀를 투기하게 된다. 드디어 옥녀에게 태기가 있자 온 집안은 옥녀를 떠받들게 되며 옥녀도 잠시 자신의 처지를 망각하고 상규를 진실로 사랑하게 된다. 필녀는 자신의 과거를 돌이켜보며 옥녀를 타이르나 옥녀는 받아들이지 않는다. 옥녀가 아들을 낳자 그 아이는 곧장 윤 씨의 품에 안기고 신 씨 종가는 경사를 맞는다. 옥녀는 아기의 얼굴도 보지 못한 채 그날 밤으로 떠날 것을 종용받고 집을 떠난다. 하지만 그녀는 1년 후 자신의 아이가 있는 집 근처에서 목을 매어 자살한다.",씨받이,1987-03-21,"드라마, 역사"
204260,"그녀의 웹툰대로 살인사건이 벌어진다!  포털 사이트 웹툰 편집장 사망 사건 현장. 사건을 담당한 형사 기철은, 피해자가 사망 당시 보고 있던 웹툰과 똑같이 죽어있음을 확인하고 그 웹툰을 그린 작가 지윤을 찾아간다. 혐의를 부인하는 지윤, 하지만 얼마 뒤 그녀의 웹툰과 동일한 방식으로 살해된 두 번째 피해자가 나타나고 기철은 사건 현장에 있던 지윤을 유력한 범인으로 체포한다. 결국 취조를 받던 지윤은 자신의 웹툰에 대한 충격적인 고백을 시작하는데…",더 웹툰: 예고살인,2013-06-27,"공포, 스릴러"
